,user_id,movie_id,rating,timestamp,SVD++_rate,NCF_rate,RNN4REC_rate,ALS_rate
79,1,171,5,889751711,4,4,5,4
80,1,174,5,875073198,4,4,5,5
81,1,175,5,875072547,3,5,4,4
82,1,177,5,876892701,4,4,4,4
83,1,180,3,875072573,3,4,5,4
84,1,183,5,875072262,4,3,5,4
85,1,184,4,875072956,4,3,4,3
86,1,185,4,875072631,3,3,4,5
87,1,186,4,875073128,4,4,4,4
88,1,188,3,875073128,3,5,4,4
89,1,189,3,888732928,4,3,4,4
90,1,190,5,875072125,4,5,4,4
91,1,193,4,876892654,4,4,5,4
92,1,196,5,874965677,3,3,5,4
93,1,200,3,876893098,3,3,4,4
94,1,201,3,878542960,3,3,4,4
95,1,202,5,875072442,3,3,4,5
96,1,206,4,876893205,3,4,4,4
97,1,208,5,878542960,3,5,4,4
98,1,209,4,888732908,3,4,4,4
99,1,210,4,878542909,4,3,5,4
100,1,212,4,875072895,3,3,4,4
101,1,213,2,876892896,3,3,4,4
102,1,214,4,875072520,3,5,3,3
103,1,215,3,876893145,4,5,4,3
104,1,218,3,876892856,3,3,4,4
105,1,219,1,878542327,3,3,3,3
106,1,221,5,887431921,4,4,4,4
107,1,222,4,878873388,4,3,4,4
108,1,224,5,875071484,4,4,4,4
109,1,225,2,878542738,3,3,3,2
110,1,226,3,878543176,3,4,4,3
111,1,227,4,876892946,3,3,4,2
112,1,228,5,878543541,4,4,4,3
113,1,229,4,878542075,2,3,4,1
114,1,230,4,878542420,3,4,4,3
115,1,232,3,878543196,4,3,4,3
116,1,233,2,878542552,3,4,4,3
117,1,235,5,875071589,3,4,3,4
118,1,236,4,875071898,4,4,4,3
119,1,241,4,878543133,3,4,4,4
120,1,242,5,889751633,4,4,5,5
121,1,243,1,875241390,2,2,3,1
122,1,248,4,874965954,4,4,4,4
123,1,250,4,874965706,3,4,4,3
124,1,252,2,875240677,3,3,3,3
125,1,253,5,874965970,4,4,5,4
126,1,254,1,878541392,2,2,2,2
127,1,255,2,885345822,3,4,4,3
128,1,258,5,878873389,4,3,4,2
129,1,259,1,875692979,3,4,3,4
130,1,260,1,875071713,2,4,4,3
131,1,262,3,875071421,3,5,4,4
132,1,264,2,875071713,3,3,3,2
133,1,265,4,878542441,4,4,5,4
134,1,266,1,885345728,3,4,3,3
135,1,267,4,875692955,3,5,3,1
136,1,272,3,887431647,4,5,5,4
137,2,13,4,888551922,3,4,4,3
138,2,19,3,888550871,5,4,4,4
139,2,50,5,888552084,5,5,5,4
140,2,251,5,888552084,5,5,4,4
141,2,257,4,888551062,4,4,4,3
142,2,279,4,888551745,3,4,3,2
143,2,280,3,888551441,3,3,4,3
144,2,281,3,888980240,4,3,3,3
145,2,290,3,888551441,3,3,3,2
146,2,292,4,888550774,4,3,4,4
147,2,297,4,888550871,4,4,4,4
148,2,298,3,888551441,3,4,4,3
149,2,299,4,888550774,4,3,3,3
150,2,301,4,888550631,4,4,3,4
151,2,303,4,888550774,4,4,4,4
152,2,307,3,888550066,4,4,3,4
153,2,308,3,888979945,3,4,3,3
154,2,312,3,888550631,3,4,3,3
155,2,313,5,888552084,4,5,5,5
156,2,314,1,888980085,2,3,1,1
157,2,315,1,888550774,4,5,5,5
158,2,316,5,888979693,4,4,5,4
159,3,245,1,889237247,3,4,3,2
160,3,264,2,889237297,2,2,3,3
161,3,272,2,889237055,4,3,5,3
162,3,294,2,889237224,3,4,3,5
163,3,299,3,889237199,2,2,3,2
164,3,300,2,889236939,3,5,4,3
165,3,307,3,889237224,3,3,4,3
166,3,318,4,889237482,4,5,5,3
167,3,323,2,889237269,2,2,3,3
168,3,324,2,889237247,3,4,4,2
169,3,327,4,889237455,3,4,3,4
170,3,328,5,889237455,3,4,4,3
171,3,330,2,889237297,3,3,3,2
172,3,331,4,889237455,3,4,4,3
173,3,332,1,889237224,3,3,4,3
174,3,334,3,889237122,3,5,3,3
175,3,335,1,889237269,3,3,3,2
176,3,337,1,889236983,3,4,4,3
177,3,341,1,889237055,3,2,3,2
178,3,343,3,889237122,3,3,3,3
179,3,345,3,889237004,3,4,4,3
180,3,348,4,889237455,3,2,3,2
181,3,349,3,889237269,3,2,3,3
182,3,350,3,889237076,3,3,3,2
183,3,351,3,889237315,2,2,3,2
184,3,354,3,889237004,3,3,4,2
185,4,50,5,892003526,5,5,3,4
186,4,260,4,892004275,4,3,2,3
187,4,264,3,892004275,3,3,2,3
188,4,288,4,892001445,4,3,3,3
189,4,294,5,892004409,5,4,2,3
190,4,303,5,892002352,5,5,3,5
191,4,354,5,892002353,5,5,3,4
192,4,356,3,892003459,3,4,3,3
193,4,357,4,892003525,4,5,3,4
194,4,361,5,892002353,5,5,3,3
195,5,1,4,875635748,3,3,4,3
196,5,2,3,875636053,2,4,4,2
197,5,17,4,875636198,3,3,4,2
198,5,24,4,879198229,2,3,4,2
199,5,40,4,879198109,2,1,3,2
200,5,42,5,875636360,3,2,4,3
201,5,62,4,875637575,3,2,4,2
202,5,69,1,875721555,3,3,4,2
203,5,79,3,875635895,3,3,5,3
204,5,80,2,875636511,2,2,3,2
205,5,89,5,875636033,3,4,5,4
206,5,90,3,875636297,3,3,4,2
207,5,94,3,878844651,2,2,4,3
208,5,98,3,875720691,3,3,5,3
209,5,100,5,875635349,3,2,4,2
210,5,102,3,875721196,2,3,3,2
211,5,109,5,875635350,3,4,4,2
212,5,110,1,875636493,2,1,3,1
213,5,139,3,875721260,2,1,3,2
214,5,143,3,875636815,3,4,5,2
215,5,144,3,875636141,3,3,5,3
216,5,153,5,875636375,2,4,4,3
217,5,154,3,875636691,3,5,4,3
218,5,167,2,875636281,2,3,3,2
219,5,173,4,875636675,3,3,4,3
220,5,176,3,875635962,3,3,4,3
221,5,185,3,875720692,3,4,4,4
222,5,209,5,875636571,2,2,5,3
223,5,211,4,875636631,3,3,4,3
224,5,214,3,875637485,1,3,3,2
225,5,219,3,875720744,3,1,4,2
226,5,222,4,875635174,3,4,4,3
227,5,225,2,875635723,3,3,3,3
228,5,227,4,875636099,2,2,4,2
229,5,230,3,875636070,2,3,4,2
230,5,231,2,875635947,2,2,3,2
231,5,234,2,875720692,3,3,4,2
232,5,241,1,875720948,2,4,4,3
233,5,243,1,878844164,2,2,3,1
234,5,259,1,878844208,2,2,3,2
235,5,267,4,875635064,2,2,3,1
236,5,363,3,875635225,3,3,3,2
237,5,364,1,875636571,2,3,3,2
238,5,369,1,875635372,3,2,4,2
239,5,370,1,875720814,3,4,4,2
240,5,372,3,875636230,3,3,3,2
241,5,376,2,879198045,2,3,3,2
242,5,377,1,878844615,1,2,2,1
243,5,379,3,875720814,2,3,3,2
244,5,382,5,875636587,3,3,4,3
245,5,384,3,875636389,2,1,3,2
246,5,385,4,875636185,2,2,4,2
247,5,388,2,879198898,1,1,3,2
248,5,389,1,875721315,3,3,4,2
249,5,391,4,875636167,2,3,3,2
250,5,393,2,875636265,3,3,4,3
251,5,394,2,879198031,1,2,1,1
252,5,397,2,875635907,3,4,3,2
253,5,400,1,878844630,2,3,3,2
254,5,402,1,875720947,2,3,4,2
255,5,403,3,875636152,2,3,4,4
256,5,407,3,875635431,2,2,3,2
257,5,410,1,879198183,3,3,3,3
258,5,411,1,875635431,2,2,3,2
259,5,413,3,875635807,2,4,3,2
260,5,417,3,875636830,3,2,4,2
261,5,418,3,875721216,3,5,4,2
262,5,421,1,875721019,3,3,4,2
263,5,422,4,875636767,2,2,4,2
264,5,423,4,875636793,4,4,5,2
265,5,424,1,875635807,1,1,2,1
266,5,426,3,878844510,3,3,3,2
267,5,428,5,875636588,3,3,4,3
268,5,429,3,875637429,3,2,4,3
269,5,433,5,875636655,3,2,4,2
270,5,435,4,875636033,3,5,4,3
271,5,436,5,875720717,3,5,5,3
272,5,439,1,878844423,1,1,1,1
273,5,441,1,875720830,2,3,3,2
274,5,444,2,875720762,2,3,4,2
275,5,445,3,875720744,3,4,4,2
276,5,453,1,879198898,1,2,2,1
277,5,454,1,875721432,2,2,2,1
278,5,457,1,879198898,2,1,3,1
279,6,14,5,883599249,3,3,4,4
280,6,15,3,883599302,3,4,4,4
281,6,19,4,883602965,4,3,4,5
282,6,23,4,883601365,4,4,4,4
283,6,28,2,883603013,4,4,4,4
284,6,32,4,883601311,3,4,4,3
285,6,56,4,883601277,4,4,4,4
286,6,59,5,883601713,4,4,4,4
287,6,69,3,883601277,4,4,4,4
288,6,70,3,883601427,3,3,4,4
289,6,81,4,883602283,4,3,4,4
290,6,86,3,883603013,3,5,4,4
291,6,87,4,883602174,3,4,4,4
292,6,95,2,883602133,4,4,4,4
293,6,98,5,883600680,4,3,4,3
294,6,100,5,883599176,4,3,4,4
295,6,117,2,883599431,3,4,4,3
296,6,124,5,883599228,4,3,4,5
297,6,125,3,883599670,3,3,4,4
298,6,131,5,883602048,4,4,4,4
299,6,133,4,883601459,4,4,4,4
300,6,134,5,883602283,4,4,4,5
301,6,135,5,883600747,4,3,4,4
302,6,136,5,883600842,3,5,4,4
303,6,143,2,883601053,3,4,4,4
304,6,151,3,883599558,3,3,4,4
305,6,154,3,883602730,3,4,4,3
306,6,156,3,883602212,4,4,4,3
307,6,175,4,883601426,4,4,4,4
308,6,180,4,883601311,5,3,4,4
309,6,183,4,883601311,4,3,4,3
310,6,187,4,883600914,5,4,4,5
311,6,188,3,883602462,4,3,4,4
312,6,189,3,883601365,3,4,4,4
313,6,193,3,883601529,3,5,4,4
314,6,195,4,883602283,4,4,4,4
315,6,197,5,883601203,4,3,4,4
316,6,199,4,883601203,5,4,4,4
317,6,204,3,883601277,4,3,4,4
318,6,205,3,883600878,4,4,4,4
319,6,208,4,883602422,4,4,4,4
320,6,209,4,883601713,4,4,4,4
321,6,211,5,883601155,4,4,4,4
322,6,213,4,883602462,4,4,4,4
323,6,221,4,883599431,4,3,4,3
324,6,238,5,883601713,4,4,4,4
325,6,248,3,883598981,3,4,4,3
326,6,258,2,883268278,3,3,4,4
327,6,269,4,883268222,3,5,4,4
328,6,275,4,883599102,3,4,4,5
329,6,276,2,883599134,3,4,4,4
330,6,284,2,883599590,3,2,3,3
331,6,286,2,883268170,3,5,4,4
332,6,294,2,883599938,1,3,3,3
333,6,297,3,883599134,3,4,4,4
334,6,301,2,883600406,4,3,3,4
335,6,304,4,883268322,2,5,3,3
336,6,318,4,883600985,4,4,5,4
337,6,357,4,883602422,4,5,4,4
338,6,423,3,883602501,4,4,4,5
339,6,432,4,883601713,4,2,4,4
340,6,458,1,883599914,3,3,3,4
341,6,459,2,883599228,4,4,4,4
342,6,463,4,883601713,4,3,4,4
343,6,466,4,883602422,3,3,3,3
344,6,467,4,883602284,3,4,4,3
345,6,469,5,883601155,4,4,4,3
346,6,470,3,883602690,4,3,4,3
347,6,471,2,883599558,3,3,4,3
348,6,475,5,883599478,4,3,4,5
349,6,476,1,883600175,2,4,3,3
350,6,477,1,883599509,2,4,3,4
351,6,478,4,883602762,3,4,4,4
352,6,479,5,883601053,4,4,4,4
353,6,480,4,883601089,4,3,4,4
354,6,481,5,883600914,4,3,4,4
355,6,483,5,883601500,5,5,4,5
356,6,484,5,883601011,4,4,4,5
357,6,486,4,883601427,4,4,4,4
358,6,487,5,883600785,4,4,4,4
359,6,488,5,883601426,4,4,5,5
360,6,492,5,883601089,4,2,4,3
361,6,498,4,883601053,5,4,4,4
362,6,499,4,883602283,4,5,4,4
363,6,500,4,883601277,4,4,4,3
364,6,506,4,883602174,4,4,4,4
365,6,508,3,883599530,2,3,3,4
366,6,509,4,883602664,4,3,4,4
367,6,511,5,883601393,3,4,4,4
368,6,513,4,883600913,4,3,5,4
369,6,515,4,883599273,3,3,5,4
370,6,517,4,883602212,4,4,4,4
371,6,518,3,883603042,4,3,4,4
372,6,521,4,883601277,4,3,4,4
373,6,523,5,883601528,5,4,4,4
374,6,524,3,883600632,3,4,5,4
375,6,525,5,883601203,4,4,4,4
376,6,526,3,883602596,4,4,4,4
377,6,528,4,883602174,4,4,4,4
378,6,532,3,883600066,4,3,4,3
379,6,534,4,883599354,2,3,3,2
380,7,7,5,891352220,4,2,4,4
381,7,8,5,891351328,4,3,4,4
382,7,10,4,891352864,5,3,4,4
383,7,22,5,891351121,4,4,4,4
384,7,28,5,891352341,4,3,4,4
385,7,32,4,891350932,4,3,4,4
386,7,44,5,891351728,4,3,3,3
387,7,53,5,891354689,3,5,4,3
388,7,54,3,892132380,3,2,4,3
389,7,72,5,891353977,3,4,3,3
390,7,78,3,891354165,3,3,3,2
391,7,79,4,891352261,4,4,4,5
392,7,81,5,891352626,4,3,4,4
393,7,82,3,891351471,4,3,4,4
394,7,89,5,891351082,4,4,4,4
395,7,90,3,891352984,3,3,4,4
396,7,92,5,891352010,4,4,4,4
397,7,93,5,891351042,4,5,4,3
398,7,101,5,891350966,4,3,3,4
399,7,106,4,891353892,2,3,3,3
400,7,118,2,891353411,2,4,4,3
401,7,121,5,891352904,2,3,3,3
402,7,126,3,891353254,3,4,4,4
403,7,127,5,891351728,4,5,4,3
404,7,131,5,891352383,4,4,4,4
405,7,133,5,891353192,4,4,4,3
406,7,136,5,891351813,4,4,4,4
407,7,139,3,891354729,3,2,3,3
408,7,142,3,891354090,3,4,3,3
409,7,151,4,891352749,4,4,4,4
410,7,153,5,891352220,5,4,4,4
411,7,154,5,891353124,4,4,4,4
412,7,156,5,891351653,5,5,4,5
413,7,161,3,891352489,3,4,3,4
414,7,162,5,891353444,4,3,4,3
415,7,163,4,891353444,4,3,4,4
416,7,166,3,891351585,4,2,4,4
417,7,168,5,891351509,5,4,4,4
418,7,171,3,891351287,5,4,4,3
419,7,172,4,891350965,5,5,4,4
420,7,174,5,891350757,4,4,5,4
421,7,176,3,891350782,5,4,4,4
422,7,177,4,891352904,4,4,4,5
423,7,181,3,891351287,4,4,4,4
424,7,182,4,891350965,4,4,4,4
425,7,183,4,891351624,5,4,4,5
426,7,185,5,892135346,5,4,4,5
427,7,188,5,891352778,4,2,4,4
428,7,190,5,891351728,4,4,4,4
429,7,191,5,891351201,4,4,4,5
430,7,193,5,892135346,4,5,4,4
431,7,195,5,891352626,4,3,4,4
432,7,196,5,891351432,4,4,4,4
433,7,200,5,891353543,4,4,4,4
434,7,203,5,891352178,4,5,4,4
435,7,205,5,891351585,4,4,4,4
436,7,207,4,891352526,3,3,4,4
437,7,208,5,891352220,4,4,4,4
438,7,210,4,891352904,4,3,4,4
439,7,212,1,891353051,5,3,4,4
440,7,223,5,891351328,3,4,4,3
441,7,226,5,891353614,4,4,3,4
442,7,227,3,892132317,4,3,3,3
443,7,228,4,891350845,4,5,4,4
444,7,232,3,891353766,3,4,3,3
445,7,241,4,891354053,4,3,4,4
446,7,259,3,891350464,2,2,3,2
447,7,260,1,892130982,1,3,3,2
448,7,264,4,891350703,2,4,3,1
449,7,266,4,891350703,3,2,3,4
450,7,268,3,891350703,4,4,4,4
451,7,269,3,891349991,3,5,4,3
452,7,273,3,891351547,3,4,3,4
453,7,281,3,891353710,3,3,3,3
454,7,285,5,891351813,4,4,4,4
455,7,288,4,891350703,2,3,4,2
456,7,300,4,891350703,2,3,4,3
457,7,307,5,891350703,3,5,3,4
458,7,334,5,892130784,4,3,3,4
459,7,378,5,891353011,4,3,4,3
460,7,382,4,891352093,3,4,4,4
461,7,385,5,891351585,5,4,4,4
462,7,389,4,891354090,4,3,4,3
463,7,393,4,891352058,3,3,4,3
464,7,396,4,891354288,4,2,3,3
465,7,399,4,891354357,4,3,4,3
466,7,401,4,891354257,2,2,3,3
467,7,404,5,891352947,4,5,4,4
468,7,418,4,892131824,4,4,4,3
469,7,420,5,891353219,4,4,4,3
470,7,423,5,891351509,4,2,4,4
471,7,428,5,892133036,5,2,4,4
472,7,430,3,891352178,4,4,4,4
473,7,431,4,891351547,3,3,3,3
474,7,432,4,891352831,4,4,4,4
475,7,435,5,891350845,4,4,4,4
476,7,448,3,891353828,3,4,4,3
477,7,450,4,892132425,3,3,3,2
478,7,451,5,891353892,3,3,3,3
479,7,455,4,891353086,4,3,3,4
480,7,461,4,891352303,4,3,4,4
481,7,471,4,891352864,3,3,4,3
482,7,472,2,891353357,3,3,3,3
483,7,479,4,891352010,4,5,4,4
484,7,480,4,891352093,4,4,5,5
485,7,481,5,891352341,5,5,4,4
486,7,482,3,891351083,5,4,5,4
487,7,483,4,891351851,5,5,5,4
488,7,484,5,891351201,5,5,5,4
489,7,485,5,891351851,5,3,4,4
490,7,489,3,891353477,3,4,4,3
491,7,491,5,891351432,5,4,4,4
492,7,492,5,891352010,5,4,4,3
493,7,495,5,891351328,4,3,4,3
494,7,496,5,891351083,4,4,4,4
495,7,497,4,891352134,3,3,4,4
496,7,498,5,891351814,5,5,4,4
497,7,501,5,891353411,4,2,4,4
498,7,504,5,891352384,4,4,4,4
499,7,505,3,891352341,4,4,4,4
500,7,511,5,891351624,4,5,4,3
501,7,514,2,891351121,4,4,4,4
502,7,515,3,891350757,4,4,5,4
503,7,519,4,891352831,5,4,5,4
504,7,520,5,892133466,4,4,4,4
505,7,526,5,891351042,3,5,4,4
506,7,528,5,891352659,4,5,4,5
507,7,530,5,891350900,4,4,5,4
508,7,537,3,891352749,5,3,5,4
509,7,541,2,891354662,2,3,3,3
510,7,542,4,892131849,1,3,3,2
511,7,543,3,891351772,4,3,5,3
512,7,548,5,891352692,3,3,3,1
513,7,550,4,891352489,4,3,4,4
514,7,553,3,892134010,4,4,4,3
515,7,554,3,891354639,3,3,3,3
516,7,555,4,892134811,2,3,3,1
517,7,559,5,891354882,3,2,3,3
518,7,560,3,892132798,3,4,3,2
519,7,562,5,891354053,3,2,3,3
520,7,563,2,892131978,4,3,3,3
521,7,564,3,891354471,2,2,2,2
522,7,567,1,892132019,3,3,4,2
523,7,570,3,891354639,4,4,3,3
524,7,576,5,892132943,4,4,4,3
525,7,579,4,892133361,3,1,3,2
526,7,580,3,892132171,4,4,4,3
527,7,581,5,891353477,3,3,3,3
528,7,582,5,892135347,4,2,4,4
529,7,587,4,891353950,4,4,4,2
530,7,589,5,891352451,5,4,4,3
532,7,604,3,891351547,4,4,4,4
533,7,608,4,891351653,3,3,4,2
534,7,614,5,891352489,4,4,4,3
535,7,618,4,891350900,5,5,3,2
536,7,619,3,891352831,3,4,3,3
537,7,621,5,892132773,3,2,2,1
538,7,622,4,891352984,4,3,4,3
539,7,623,3,891354217,2,2,3,2
540,7,624,4,891353892,3,4,3,2
541,7,626,5,892132773,2,4,3,1
542,7,627,3,891352594,3,2,3,3
543,7,630,5,891352341,4,4,3,3
544,7,633,5,891351509,4,4,5,3
545,7,636,4,891351384,3,5,4,3
546,7,637,4,891353570,4,3,3,3
547,7,642,3,892132277,4,3,3,3
548,7,643,4,891350932,4,3,4,1
549,7,644,5,891351685,3,3,3,2
550,7,645,4,891353614,4,4,4,3
551,7,647,5,891352489,5,4,5,4
552,7,648,5,891351653,5,4,4,4
553,7,650,3,891350965,4,5,4,4
554,7,653,4,891351161,4,4,4,4
555,7,654,5,892135347,4,3,4,4
556,7,657,4,891351234,5,4,4,5
557,7,658,3,891352419,3,4,4,2
558,7,659,5,891351161,5,5,5,4
559,7,661,5,891351624,4,3,4,4
560,7,662,3,892133739,4,5,3,3
561,7,667,5,892135347,3,3,2,2
562,7,669,1,892132020,2,3,2,1
563,7,673,3,891353744,3,3,4,3
564,7,674,2,891352659,3,3,3,3
565,7,675,5,891352947,4,3,4,3
566,7,676,3,891354499,4,4,3,3
567,7,680,4,891350703,3,2,3,3
568,7,681,1,891350594,3,4,3,3
569,7,683,4,891350703,2,2,3,2
570,8,7,3,879362287,4,4,4,4
571,8,22,5,879362183,4,4,4,4
572,8,50,5,879362124,5,4,5,5
573,8,56,5,879362183,4,4,4,3
574,8,79,4,879362286,4,3,4,5
575,8,89,4,879362124,4,4,4,4
576,8,127,5,879362123,4,3,4,4
577,8,144,5,879362286,5,4,4,4
578,8,172,5,879362123,4,5,4,4
579,8,176,5,879362233,4,5,4,4
580,8,182,5,879362183,4,4,4,4
581,8,183,5,879362233,4,4,4,4
582,8,188,5,879362356,4,3,4,3
583,8,190,4,879362183,5,4,4,3
584,8,210,4,879362287,4,4,4,4
585,8,258,5,879361482,4,5,4,5
586,8,294,3,879361521,3,4,3,3
587,8,301,4,879361550,4,4,3,3
588,8,338,4,879361873,2,1,3,3
589,8,385,1,879362124,4,4,4,4
590,8,457,1,879361825,2,2,3,2
591,8,511,5,879362183,4,4,4,4
592,8,550,3,879362356,4,4,4,3
593,8,568,4,879362233,4,5,4,4
594,8,651,5,879362123,4,4,4,4
595,8,685,4,879362423,3,4,4,3
596,8,686,3,879362356,4,4,4,3
597,8,687,1,879361825,2,3,2,2
598,8,689,4,879361873,3,2,3,3
599,9,6,5,886960055,5,5,5,3
600,9,286,5,886960055,4,3,4,4
601,9,298,5,886960055,4,4,4,4
602,9,340,4,886958715,4,3,4,3
603,9,479,4,886959343,5,5,4,4
604,9,487,5,886960056,4,5,4,3
605,9,507,4,886959343,4,4,4,3
606,9,521,4,886959343,4,4,4,4
607,9,527,3,886959344,5,5,4,4
608,9,691,5,886960055,4,4,4,3
609,10,1,4,877888877,4,5,4,4
610,10,4,4,877889130,4,4,4,4
611,10,7,4,877892210,4,4,4,4
612,10,13,3,877892050,4,3,4,4
613,10,16,4,877888877,3,4,3,3
614,10,22,5,877888812,4,4,4,5
615,10,48,4,877889058,5,5,5,4
616,10,56,5,877886598,4,4,4,4
617,10,64,4,877886598,5,5,5,5
618,10,98,4,877889261,5,3,4,5
619,10,99,5,877889130,4,3,4,4
620,10,100,5,877891747,4,4,4,4
621,10,124,5,877888545,5,5,5,5
622,10,127,5,877886661,4,5,5,5
623,10,132,5,877893020,5,3,4,4
624,10,133,5,877891904,4,5,4,4
625,10,135,5,877889004,4,5,5,4
626,10,144,4,877892110,5,5,4,4
627,10,155,4,877889186,3,3,4,3
628,10,156,4,877886846,5,5,4,5
629,10,160,4,877888944,3,3,4,3
630,10,164,4,877889333,4,4,4,4
631,10,168,4,877888812,5,5,4,5
632,10,175,3,877888677,4,4,4,4
633,10,176,4,877889130,4,5,4,4
634,10,183,5,877893020,4,3,4,4
635,10,186,4,877886722,4,3,4,5
636,10,191,5,877888613,5,4,4,5
637,10,194,4,877886661,5,3,4,4
638,10,195,4,877889130,4,4,4,5
639,10,199,4,877892050,5,5,4,5
640,10,200,5,877889261,4,4,4,4
641,10,203,4,877891967,4,4,4,4
642,10,218,4,877889261,4,3,4,4
643,10,223,5,877888545,4,5,4,5
644,10,234,4,877888877,4,4,4,4
645,10,269,4,877886162,4,5,4,4
646,10,275,4,877888677,4,4,4,4
647,10,283,4,877892276,4,4,4,4
648,10,285,5,877889186,4,5,4,5
649,10,289,4,877886223,2,2,3,3
650,10,294,3,879163524,2,4,3,3
651,10,321,4,879163494,3,3,4,4
652,10,340,4,880371312,4,3,4,4
653,10,367,4,877892437,4,4,4,4
654,10,371,4,877886912,4,4,4,4
655,10,385,4,877886783,4,4,4,4
656,10,418,4,877886783,4,4,4,4
657,10,420,4,877892438,4,3,4,4
658,10,435,5,877889261,4,4,4,4
659,10,447,4,877891747,4,5,3,4
660,10,461,3,877888944,4,3,4,4
661,10,463,4,877889186,4,2,4,4
662,10,474,4,877886783,5,5,5,5
663,10,475,4,877888545,5,4,4,5
664,10,483,5,877889333,5,5,5,5
665,10,486,4,877886846,4,4,4,4
666,10,488,5,877888613,5,5,5,5
667,10,489,4,877892210,4,2,4,4
668,10,493,4,877886661,5,4,5,4
669,10,495,4,877892160,4,3,4,4
670,10,496,5,877889005,4,4,4,4
671,10,497,4,877889261,4,5,4,4
672,10,498,5,877889333,5,5,4,4
673,10,504,5,877892110,4,4,4,4
674,10,505,4,877886846,4,3,4,4
675,10,509,4,877889005,4,4,4,4
676,10,519,5,877892050,5,4,5,5
677,10,521,4,877892110,4,3,4,4
678,10,558,4,877886722,4,4,4,3
679,10,588,4,877886846,4,3,4,4
680,10,603,5,877886783,5,4,5,4
681,10,611,5,877886722,5,5,5,4
682,10,615,4,877892276,4,4,4,4
683,10,651,4,877888812,5,4,4,5
684,10,652,3,877889130,4,3,4,4
685,10,655,5,877891904,4,5,4,4
686,10,656,5,877886846,4,5,4,4
687,10,657,4,877892110,5,5,5,5
688,10,695,3,877892050,4,4,4,2
689,10,696,4,877892276,3,3,3,3
690,10,698,4,877888877,4,3,5,1
691,10,702,3,877886722,3,3,3,3
692,10,703,5,877892110,4,3,4,3
693,10,704,3,877892050,3,3,3,2
694,10,705,4,877892050,4,5,4,4
695,10,706,4,877888677,2,3,3,1
696,10,710,4,877892160,4,3,4,4
